gene_ID	gene_length	longest_CDS_transcript_length
ENSMUSG00000021243	12406.0	749
ENSMUSG00000058447	34376.0	2374
ENSMUSG00000048163	14108.0	1855
ENSMUSG00000045022	480.0	481
ENSMUSG00000078768	13190.0	1709
ENSMUSG00000034780	556818.0	4977
ENSMUSG00000073897	6588.0	3666
ENSMUSG00000026288	100195.0	4937
ENSMUSG00000061601	348541.0	20084
ENSMUSG00000062987	6621.0	3879
ENSMUSG00000069170	538086.0	19338
ENSMUSG00000031644	138151.0	5478
ENSMUSG00000032355	250888.0	3069
ENSMUSG00000039005	102700.0	4077
ENSMUSG00000060503	5816.0	5114
ENSMUSG00000024302	244580.0	6295
ENSMUSG00000020125	1968.0	984
ENSMUSG00000096014	4831.0	4832
ENSMUSG00000055675	22308.0	6973
ENSMUSG00000092367	4770.0	556
ENSMUSG00000037716	90146.0	3117
ENSMUSG00000042350	52752.0	5446
ENSMUSG00000079271	8092.0	1761
ENSMUSG00000028458	6125.0	3947
ENSMUSG00000011751	91303.0	8747
ENSMUSG00000022383	67836.0	3413
ENSMUSG00000074483	963.0	440
ENSMUSG00000001802	15471.0	4147
ENSMUSG00000012211	14415.0	1267
ENSMUSG00000026356	53661.0	2175
ENSMUSG00000024029	4340.0	493
ENSMUSG00000031479	28034.0	3574
ENSMUSG00000061780	1802.0	922
ENSMUSG00000063801	45324.0	5813
ENSMUSG00000028066	16188.0	1007
ENSMUSG00000052334	59826.0	1576
ENSMUSG00000025813	107046.0	10982
ENSMUSG00000093945	5452.0	899
ENSMUSG00000095044	5219.0	1404
ENSMUSG00000024168	25889.0	1846
ENSMUSG00000026085	11023.0	800
ENSMUSG00000030495	14729.0	1953
ENSMUSG00000024169	83410.0	6942
ENSMUSG00000032446	7920.0	3560
ENSMUSG00000024028	3233.0	584
ENSMUSG00000002059	3763.0	1685
ENSMUSG00000095490	5406.0	1408
ENSMUSG00000063229	14152.0	1815
ENSMUSG00000053194	60253.0	769
ENSMUSG00000051391	26207.0	3520
ENSMUSG00000073896	12254.0	4062
ENSMUSG00000093926	5332.0	1403
ENSMUSG00000044162	108727.0	3769
ENSMUSG00000029283	20110.0	3129
ENSMUSG00000007080	51168.0	7163
ENSMUSG00000023832	17857.0	2250
ENSMUSG00000001755	4054.0	2386
ENSMUSG00000106715	5550.0	1054
ENSMUSG00000056724	29372.0	8803
ENSMUSG00000024128	3935.0	1002
ENSMUSG00000032013	25267.0	2735
ENSMUSG00000035206	13433.0	3629
ENSMUSG00000107023	47470.0	12746
ENSMUSG00000094098	17169.0	3977
ENSMUSG00000042208	68678.0	4392
ENSMUSG00000022665	34675.0	4083
ENSMUSG00000068877	10857.0	1719
ENSMUSG00000003849	14981.0	1553
ENSMUSG00000047528	49086.0	1540
ENSMUSG00000021306	36394.0	3634
ENSMUSG00000035274	4660.0	3603
ENSMUSG00000091175	2666.0	489
ENSMUSG00000059708	37081.0	6003
ENSMUSG00000051721	16740.0	4317
ENSMUSG00000029056	16815.0	2706
ENSMUSG00000059430	23360.0	1333
ENSMUSG00000024258	7542.0	1015
ENSMUSG00000022715	15861.0	1407
ENSMUSG00000044712	67270.0	3927
ENSMUSG00000013833	14215.0	3197
ENSMUSG00000032327	90208.0	3077
ENSMUSG00000024032	3657.0	478
ENSMUSG00000005681	1325.0	518
ENSMUSG00000041571	5194.0	736
ENSMUSG00000039414	82466.0	6388
ENSMUSG00000026730	79414.0	3571
ENSMUSG00000051065	103497.0	3055
ENSMUSG00000061576	910302.0	4720
ENSMUSG00000050144	14641.0	3577
ENSMUSG00000030744	5842.0	1908
ENSMUSG00000062785	14090.0	5281
ENSMUSG00000101915	26179.0	924
ENSMUSG00000023027	33425.0	2365
ENSMUSG00000032105	4164.0	2193
ENSMUSG00000048996	7695.0	3112
ENSMUSG00000021374	48035.0	6109
ENSMUSG00000024424	138967.0	4385
ENSMUSG00000005886	234978.0	8171
ENSMUSG00000092541	49184.0	889
ENSMUSG00000089832	13886.0	2358
ENSMUSG00000049630	8349.0	2535
ENSMUSG00000040616	53312.0	1875
ENSMUSG00000027710	26874.0	3930
ENSMUSG00000038791	3110.0	842
ENSMUSG00000042244	16999.0	1107
ENSMUSG00000032422	62208.0	3109
ENSMUSG00000036832	65223.0	2464
ENSMUSG00000049421	12845.0	4006
ENSMUSG00000067261	2323.0	2324
ENSMUSG00000043165	2871.0	1779
ENSMUSG00000029840	30982.0	3960
ENSMUSG00000097148	75991.0	1712
ENSMUSG00000026786	101559.0	2773
ENSMUSG00000027927	7747.0	857
ENSMUSG00000030108	37506.0	2234
ENSMUSG00000020869	15449.0	2837
ENSMUSG00000071647	12030.0	3322
ENSMUSG00000056270	1743.0	1183
ENSMUSG00000096619	434.0	435
ENSMUSG00000091792	5400.0	898
ENSMUSG00000060063	23386.0	1251
ENSMUSG00000027030	261823.0	3536
ENSMUSG00000034520	20121.0	2314
ENSMUSG00000021457	65619.0	5363
ENSMUSG00000092152	5389.0	1379
ENSMUSG00000028760	215486.0	8134
ENSMUSG00000030399	18065.0	2742
ENSMUSG00000031844	57123.0	1320
ENSMUSG00000000804	155719.0	7053
ENSMUSG00000029231	45923.0	6834
ENSMUSG00000095371	5451.0	1407
ENSMUSG00000031787	21963.0	4551
ENSMUSG00000038074	19704.0	2754
ENSMUSG00000054890	5999.0	3959
ENSMUSG00000094157	15184.0	1239
ENSMUSG00000039055	8968.0	2444
ENSMUSG00000040485	21111.0	1143
ENSMUSG00000024125	2190.0	878
ENSMUSG00000003848	12565.0	1658
ENSMUSG00000031843	10298.0	1068
ENSMUSG00000090662	19512.0	4581
ENSMUSG00000042569	29564.0	3277
ENSMUSG00000092148	5517.0	1401
ENSMUSG00000028813	43359.0	2319
ENSMUSG00000094729	2338.0	1223
ENSMUSG00000024414	6322.0	756
ENSMUSG00000005225	50728.0	6739
ENSMUSG00000020628	59844.0	3377
ENSMUSG00000022559	3025.0	1710
ENSMUSG00000049265	37101.0	3811
ENSMUSG00000038925	16752.0	1544
ENSMUSG00000031754	21535.0	5010
ENSMUSG00000019359	9022.0	2495
ENSMUSG00000073131	23833.0	4652
ENSMUSG00000046016	9946.0	3119
ENSMUSG00000005533	280841.0	11409
ENSMUSG00000024440	17310.0	3859
ENSMUSG00000068893	40804.0	2867
ENSMUSG00000016626	31112.0	3272
ENSMUSG00000078154	1309.0	1310
ENSMUSG00000023885	28735.0	5895
ENSMUSG00000005899	25474.0	4623
ENSMUSG00000054676	14351.0	3341
ENSMUSG00000041890	48110.0	5032
ENSMUSG00000040350	26069.0	2724
ENSMUSG00000037636	33543.0	1111
ENSMUSG00000078664	6112.0	3003
ENSMUSG00000028271	18561.0	1455
ENSMUSG00000042178	7758.0	3834
ENSMUSG00000039385	144974.0	8167
ENSMUSG00000038535	88917.0	5910
ENSMUSG00000021115	67198.0	3711
ENSMUSG00000032009	58034.0	9125
ENSMUSG00000020793	2999.0	1940
ENSMUSG00000049001	40736.0	10101
ENSMUSG00000029195	35693.0	3540
ENSMUSG00000062944	3573.0	3574
ENSMUSG00000033088	58145.0	7327
ENSMUSG00000094954	8241.0	1751
ENSMUSG00000074220	13008.0	2117
ENSMUSG00000051258	3044.0	3045
ENSMUSG00000047014	221356.0	3716
ENSMUSG00000031105	38881.0	1862
ENSMUSG00000073678	84690.0	10583
ENSMUSG00000028465	31172.0	8393
ENSMUSG00000015568	26957.0	4115
ENSMUSG00000051985	52764.0	8989
ENSMUSG00000090690	5465.0	1406
ENSMUSG00000030701	19522.0	2793
ENSMUSG00000041236	149525.0	3199
ENSMUSG00000062511	38612.0	715
ENSMUSG00000112129	17800.0	2407
ENSMUSG00000063163	6870.0	1118
ENSMUSG00000078686	3906.0	909
ENSMUSG00000044312	1673.0	1540
ENSMUSG00000006906	29518.0	2364
ENSMUSG00000073792	47796.0	3079
ENSMUSG00000021768	17787.0	1745
ENSMUSG00000027556	42152.0	1194
ENSMUSG00000024034	19703.0	2872
ENSMUSG00000041560	9891.0	3176
ENSMUSG00000095318	5404.0	1408
ENSMUSG00000020083	36265.0	1769
ENSMUSG00000029486	57234.0	3556
ENSMUSG00000029695	60813.0	3701
ENSMUSG00000045312	137613.0	4348
ENSMUSG00000020072	34498.0	2212
ENSMUSG00000029816	34383.0	3701
ENSMUSG00000030257	229295.0	8887
ENSMUSG00000001054	12225.0	1946
ENSMUSG00000050945	124778.0	3211
ENSMUSG00000038836	79027.0	4819
ENSMUSG00000028958	2396.0	1598
ENSMUSG00000009207	59144.0	3321
ENSMUSG00000044501	15828.0	2973
ENSMUSG00000007987	7254.0	3071
ENSMUSG00000020741	21352.0	5379
ENSMUSG00000028261	6918.0	3632
ENSMUSG00000053080	8279.0	4989
ENSMUSG00000052395	36957.0	2387
ENSMUSG00000026204	17475.0	3554
ENSMUSG00000021708	251256.0	5797
ENSMUSG00000104267	2435.0	1336
ENSMUSG00000001056	3979.0	1042
ENSMUSG00000036658	5895.0	3265
ENSMUSG00000021770	48195.0	6801
ENSMUSG00000021311	75401.0	8294
ENSMUSG00000073894	1471.0	1472
ENSMUSG00000000148	14368.0	3854
ENSMUSG00000049511	5537.0	4724
ENSMUSG00000037568	31650.0	4032
ENSMUSG00000057522	79326.0	3063
ENSMUSG00000052738	28529.0	1519
ENSMUSG00000028351	192883.0	3212
ENSMUSG00000024400	103307.0	4575
ENSMUSG00000020437	14417.0	3307
ENSMUSG00000058715	4793.0	683
ENSMUSG00000029103	14265.0	2981
ENSMUSG00000067879	25944.0	3256
ENSMUSG00000055489	87680.0	7785
ENSMUSG00000032012	63477.0	5653
ENSMUSG00000028777	57285.0	1361
ENSMUSG00000028923	11845.0	1906
ENSMUSG00000025855	132695.0	2637
ENSMUSG00000032870	48930.0	2905
ENSMUSG00000031841	1041188.0	3785
ENSMUSG00000032816	36454.0	6361
ENSMUSG00000027834	85948.0	4091
ENSMUSG00000025911	32725.0	3239
ENSMUSG00000022525	20836.0	2916
ENSMUSG00000026979	47374.0	11265
ENSMUSG00000043284	14820.0	1511
ENSMUSG00000093895	26113.0	923
ENSMUSG00000029127	30722.0	2978
ENSMUSG00000029311	32157.0	2234
ENSMUSG00000046678	8913.0	8197
ENSMUSG00000050910	14216.0	3700
ENSMUSG00000074445	5988.0	2880
ENSMUSG00000046879	9715.0	2259
ENSMUSG00000021497	11577.0	1527
ENSMUSG00000038122	214396.0	7240
ENSMUSG00000050092	1465.0	784
ENSMUSG00000047804	58945.0	3874
ENSMUSG00000073130	19868.0	2147
ENSMUSG00000078719	1278.0	743
ENSMUSG00000016319	3156.0	1240
ENSMUSG00000028467	11945.0	3544
ENSMUSG00000041301	152081.0	6410
ENSMUSG00000018931	12504.0	4179
ENSMUSG00000040372	42826.0	2370
ENSMUSG00000029188	33583.0	4176
ENSMUSG00000025648	40450.0	3488
ENSMUSG00000042212	1733.0	681
ENSMUSG00000026824	162175.0	5215
ENSMUSG00000025199	34145.0	3502
ENSMUSG00000015843	41239.0	2110
ENSMUSG00000024209	13427.0	2677
ENSMUSG00000078683	3948.0	927
ENSMUSG00000055030	1306.0	647
ENSMUSG00000028259	42968.0	1171
ENSMUSG00000029815	12956.0	2819
ENSMUSG00000050635	1255.0	609
ENSMUSG00000035845	14074.0	2130
ENSMUSG00000060675	31086.0	3523
ENSMUSG00000025857	36287.0	3450
ENSMUSG00000033361	10098.0	5931
ENSMUSG00000029814	129734.0	4345
ENSMUSG00000029659	19974.0	2953
ENSMUSG00000047669	9963.0	2140
ENSMUSG00000040359	33221.0	4316
ENSMUSG00000052102	11445.0	2289
ENSMUSG00000053593	16060.0	1053
ENSMUSG00000038330	7091.0	1901
ENSMUSG00000044340	222498.0	6226
ENSMUSG00000005947	56863.0	3845
ENSMUSG00000039345	19896.0	1825
ENSMUSG00000026170	24318.0	1892
ENSMUSG00000030748	27354.0	5256
ENSMUSG00000071266	32467.0	2935
ENSMUSG00000018654	87923.0	5163
ENSMUSG00000041870	31523.0	3717
ENSMUSG00000022305	73405.0	4244
ENSMUSG00000061762	10955.0	1230
ENSMUSG00000025885	330557.0	6745
ENSMUSG00000005864	18369.0	3064
ENSMUSG00000029913	158022.0	2155
ENSMUSG00000036768	67687.0	4858
ENSMUSG00000099782	26171.0	923
ENSMUSG00000058407	12704.0	3472
ENSMUSG00000018401	24140.0	5753
ENSMUSG00000028466	4728.0	1884
ENSMUSG00000068876	26423.0	5016
ENSMUSG00000052911	10794.0	5629
ENSMUSG00000046203	1314.0	651
ENSMUSG00000021496	49462.0	546
ENSMUSG00000026489	34364.0	4026
ENSMUSG00000028295	9759.0	935
ENSMUSG00000033343	947.0	948
ENSMUSG00000046259	1639.0	752
ENSMUSG00000062542	177928.0	3817
ENSMUSG00000035901	66690.0	5004
ENSMUSG00000020928	2191.0	735
ENSMUSG00000100962	39456.0	885
ENSMUSG00000000127	276434.0	2973
ENSMUSG00000049010	5575.0	5576
ENSMUSG00000048703	5799.0	2193
ENSMUSG00000026826	17173.0	3568
ENSMUSG00000028468	8772.0	5888
ENSMUSG00000042157	1280.0	617
ENSMUSG00000044205	6687.0	6196
ENSMUSG00000030125	9864.0	1470
ENSMUSG00000064120	27073.0	2646
ENSMUSG00000038816	54253.0	3664
ENSMUSG00000014542	11645.0	2471
ENSMUSG00000096820	2440.0	1345
ENSMUSG00000024325	3888.0	2034
ENSMUSG00000032415	157644.0	1790
ENSMUSG00000048424	99386.0	3393
ENSMUSG00000046991	124639.0	3147
ENSMUSG00000049008	4634.0	1753
ENSMUSG00000027925	1314.0	678
ENSMUSG00000036613	118062.0	4091
ENSMUSG00000052253	14115.0	2802
ENSMUSG00000042165	1391.0	1392
ENSMUSG00000039678	18267.0	3595
ENSMUSG00000076499	761.0	416
ENSMUSG00000046671	9837.0	2025
ENSMUSG00000070460	6059.0	3471
ENSMUSG00000050919	65833.0	6382
ENSMUSG00000037029	8481.0	2029
ENSMUSG00000063376	818.0	819
ENSMUSG00000044813	109192.0	2244
ENSMUSG00000024248	15412.0	1129
ENSMUSG00000029175	11796.0	3088
ENSMUSG00000020689	62476.0	5784
ENSMUSG00000047215	3080.0	2690
ENSMUSG00000038718	201685.0	2734
ENSMUSG00000004530	66322.0	3491
ENSMUSG00000022206	67391.0	6892
ENSMUSG00000024124	8440.0	1511
ENSMUSG00000048067	9681.0	4935
ENSMUSG00000078355	1009.0	1010
ENSMUSG00000053228	13971.0	3261
ENSMUSG00000020659	14787.0	3945
ENSMUSG00000078502	40179.0	3595
ENSMUSG00000056197	1094.0	1095
ENSMUSG00000005397	74718.0	6091
ENSMUSG00000115958	19895.0	656
ENSMUSG00000044864	35585.0	7031
ENSMUSG00000074218	1934.0	485
ENSMUSG00000022560	5776.0	5289
ENSMUSG00000058163	14792.0	3063
ENSMUSG00000103421	13226.0	1865
ENSMUSG00000024238	183607.0	5801
ENSMUSG00000045812	17691.0	5186
ENSMUSG00000031165	9045.0	2114
ENSMUSG00000031480	34021.0	4422
ENSMUSG00000036850	981.0	776
ENSMUSG00000078354	1031.0	1032
ENSMUSG00000028427	15065.0	2527
ENSMUSG00000069792	2277.0	533
ENSMUSG00000032878	198639.0	5431
ENSMUSG00000098306	20074.0	1465
ENSMUSG00000050578	10817.0	2673
ENSMUSG00000026975	9763.0	1666
ENSMUSG00000100079	1057.0	1058
ENSMUSG00000049300	4889.0	3059
ENSMUSG00000042345	34329.0	2945
ENSMUSG00000028549	164411.0	2806
ENSMUSG00000034435	2990.0	2991
ENSMUSG00000096276	6603.0	2440
ENSMUSG00000026042	128961.0	6625
ENSMUSG00000095093	28978.0	6235
ENSMUSG00000024294	93156.0	10231
ENSMUSG00000050107	2809.0	2810
ENSMUSG00000070459	7786.0	5196
ENSMUSG00000091140	5380.0	1379
ENSMUSG00000037031	45855.0	3638
ENSMUSG00000020283	19480.0	4146
ENSMUSG00000036816	1628.0	1629
ENSMUSG00000049073	3876.0	1879
ENSMUSG00000042097	11191.0	3158
ENSMUSG00000045053	45938.0	3356
ENSMUSG00000024430	14938.0	2131
ENSMUSG00000095113	5450.0	1407
ENSMUSG00000001053	7779.0	2367
ENSMUSG00000010435	27715.0	967
ENSMUSG00000023159	12283.0	5445
ENSMUSG00000047822	1837.0	865
ENSMUSG00000005161	5247.0	1612
ENSMUSG00000049737	6506.0	2792
ENSMUSG00000027559	9011.0	1679
ENSMUSG00000020280	67202.0	3559
ENSMUSG00000022584	3812.0	822
ENSMUSG00000054215	1343.0	637
ENSMUSG00000018858	8922.0	2596
ENSMUSG00000030335	4468.0	3427
ENSMUSG00000045382	4094.0	1805
ENSMUSG00000032198	52775.0	6880
ENSMUSG00000025791	57880.0	2523
ENSMUSG00000034783	6642.0	1522
ENSMUSG00000094618	548.0	549
ENSMUSG00000052563	6727.0	3426
ENSMUSG00000108534	3974.0	2315
ENSMUSG00000070923	4173.0	4174
ENSMUSG00000059406	27644.0	3581
ENSMUSG00000034243	57945.0	11001
ENSMUSG00000066372	28550.0	7926
ENSMUSG00000048455	1980.0	830
ENSMUSG00000057329	176096.0	7191
ENSMUSG00000045318	3444.0	3445
ENSMUSG00000005716	15286.0	977
ENSMUSG00000057541	43063.0	3645
ENSMUSG00000052031	6145.0	2312
ENSMUSG00000045539	2218.0	1222
ENSMUSG00000039701	53017.0	6185
ENSMUSG00000108674	8722.0	4425
ENSMUSG00000051041	23648.0	1685
ENSMUSG00000029430	4254.0	2423
ENSMUSG00000038065	22227.0	5303
ENSMUSG00000021499	24430.0	1330
ENSMUSG00000094950	26902.0	12104
ENSMUSG00000073791	83590.0	1713
ENSMUSG00000023806	44269.0	2243
ENSMUSG00000032254	30869.0	3398
ENSMUSG00000031934	43350.0	5732
ENSMUSG00000026854	41307.0	5088
ENSMUSG00000032313	111432.0	4417
ENSMUSG00000015476	3593.0	1940
ENSMUSG00000039660	5006.0	1805
ENSMUSG00000022620	4949.0	3492
ENSMUSG00000026657	596326.0	6761
ENSMUSG00000078680	3939.0	927
ENSMUSG00000020219	1519.0	1225
ENSMUSG00000030553	27623.0	953
ENSMUSG00000074170	11044.0	5263
ENSMUSG00000031340	18804.0	4306
ENSMUSG00000020900	125073.0	7791
ENSMUSG00000043155	1803.0	1804
ENSMUSG00000094338	380.0	381
ENSMUSG00000103468	2443.0	1344
ENSMUSG00000093948	7667.0	1239
ENSMUSG00000093903	126362.0	1343
ENSMUSG00000071646	10428.0	3135
ENSMUSG00000033883	19325.0	6689
ENSMUSG00000040564	3179.0	532
ENSMUSG00000036330	51524.0	3115
ENSMUSG00000028064	25223.0	3205
ENSMUSG00000021587	45035.0	5040
ENSMUSG00000038213	7927.0	2352
ENSMUSG00000029869	15027.0	3762
ENSMUSG00000095466	5296.0	1403
ENSMUSG00000052837	4234.0	1809
ENSMUSG00000034777	27049.0	1242
ENSMUSG00000007777	3488.0	892
ENSMUSG00000074071	89253.0	2821
ENSMUSG00000029752	18085.0	2016
ENSMUSG00000074364	20609.0	5119
ENSMUSG00000111184	1755.0	339
ENSMUSG00000030337	30413.0	3011
ENSMUSG00000035403	22854.0	6372
ENSMUSG00000095226	5419.0	899
ENSMUSG00000058835	100168.0	3403
ENSMUSG00000052926	13157.0	2981
ENSMUSG00000039741	59349.0	10726
ENSMUSG00000006423	50374.0	3467
ENSMUSG00000094804	5497.0	1402
ENSMUSG00000030397	34046.0	3886
ENSMUSG00000024972	10533.0	2757
ENSMUSG00000038646	6566.0	1452
ENSMUSG00000067438	10622.0	1526
ENSMUSG00000034687	410773.0	15848
ENSMUSG00000045027	4566.0	1324
ENSMUSG00000039043	9998.0	2277
ENSMUSG00000051095	9214.0	3487
ENSMUSG00000006273	25065.0	2825
ENSMUSG00000022707	255767.0	3303
ENSMUSG00000057788	9623.0	2137
ENSMUSG00000039286	295145.0	6886
ENSMUSG00000071516	392.0	393
ENSMUSG00000026031	47376.0	6572
ENSMUSG00000035392	488399.0	4342
ENSMUSG00000021650	25058.0	1704
ENSMUSG00000019810	19495.0	5741
ENSMUSG00000087687	4300.0	1193
ENSMUSG00000044982	2726.0	2727
ENSMUSG00000022335	175092.0	4388
ENSMUSG00000101355	410.0	411
ENSMUSG00000016308	10322.0	1732
ENSMUSG00000022235	24730.0	1155
ENSMUSG00000048307	19152.0	2509
ENSMUSG00000003573	11534.0	2608
ENSMUSG00000030336	4388.0	1559
ENSMUSG00000027562	14497.0	1788
ENSMUSG00000043453	4988.0	1821
ENSMUSG00000020844	141942.0	2755
ENSMUSG00000022664	19133.0	4233
ENSMUSG00000004630	2174.0	1447
ENSMUSG00000114279	523.0	524
ENSMUSG00000029189	106844.0	4512
ENSMUSG00000015337	2576.0	1063
ENSMUSG00000036815	724088.0	15297
ENSMUSG00000021187	73080.0	5290
ENSMUSG00000094349	5282.0	1403
ENSMUSG00000050359	1943.0	806
ENSMUSG00000020081	13552.0	2258
ENSMUSG00000033597	20070.0	5938
ENSMUSG00000072605	5440.0	900
ENSMUSG00000028435	5461.0	1765
ENSMUSG00000070424	12610.0	1713
ENSMUSG00000094921	19891.0	4480
ENSMUSG00000034842	82801.0	1600
ENSMUSG00000020868	13664.0	3442
ENSMUSG00000090394	35826.0	5652
ENSMUSG00000091733	5501.0	1408
ENSMUSG00000021108	193389.0	3634
ENSMUSG00000038803	1903.0	1144
ENSMUSG00000116876	65046.0	2610
ENSMUSG00000001815	6566.0	4191
ENSMUSG00000063316	3231.0	732
ENSMUSG00000100045	26201.0	923
ENSMUSG00000001964	6861.0	1595
ENSMUSG00000038564	37839.0	5403
ENSMUSG00000094724	40665.0	2448
ENSMUSG00000036825	35502.0	3446
ENSMUSG00000050762	7810.0	1253
ENSMUSG00000063808	41904.0	3065
ENSMUSG00000051209	6499.0	2269
ENSMUSG00000096446	14589.0	1761
ENSMUSG00000029165	18271.0	3579
ENSMUSG00000030996	12190.0	2341
ENSMUSG00000045631	12229.0	1362
ENSMUSG00000037174	87943.0	5919
ENSMUSG00000028804	579799.0	13555
ENSMUSG00000058186	33756.0	4006
ENSMUSG00000057614	95220.0	3135
ENSMUSG00000073856	116900.0	2891
ENSMUSG00000023353	49870.0	3207
ENSMUSG00000025280	38362.0	4835
ENSMUSG00000073834	3945.0	930
ENSMUSG00000060475	27373.0	3187
ENSMUSG00000076598	599.0	359
ENSMUSG00000000881	50688.0	4956
ENSMUSG00000046719	4725.0	2099
ENSMUSG00000066279	5562.0	2513
ENSMUSG00000073722	5646.0	4318
ENSMUSG00000045102	162269.0	2897
ENSMUSG00000094083	62029.0	756
ENSMUSG00000100505	1462.0	1463
ENSMUSG00000023272	7037.0	1366
ENSMUSG00000019795	51763.0	2757
ENSMUSG00000025236	32494.0	2484
ENSMUSG00000033963	3954.0	1358
ENSMUSG00000000631	102734.0	7513
ENSMUSG00000094793	3943.0	926
ENSMUSG00000095900	2440.0	1341
ENSMUSG00000031930	122230.0	4314
ENSMUSG00000030980	14032.0	5524
ENSMUSG00000039967	79847.0	9986
ENSMUSG00000033009	30723.0	5310
ENSMUSG00000094271	967.0	968
ENSMUSG00000029697	3318.0	2409
ENSMUSG00000034023	65335.0	5512
ENSMUSG00000095335	620.0	382
ENSMUSG00000041852	179436.0	7417
ENSMUSG00000040606	137011.0	4499
ENSMUSG00000035773	5302.0	3163
ENSMUSG00000058446	76584.0	5886
ENSMUSG00000033061	6216.0	748
ENSMUSG00000038179	20632.0	3975
ENSMUSG00000021506	11141.0	2451
ENSMUSG00000096715	589.0	360
ENSMUSG00000034912	756489.0	9833
ENSMUSG00000052752	19376.0	3003
ENSMUSG00000048686	745.0	746
ENSMUSG00000050982	14022.0	3033
ENSMUSG00000026827	133084.0	5759
ENSMUSG00000046985	51472.0	3513
ENSMUSG00000096582	548.0	549
ENSMUSG00000000532	39617.0	4418
ENSMUSG00000067455	773.0	774
ENSMUSG00000025235	31518.0	2518
ENSMUSG00000070645	9815.0	1592
ENSMUSG00000035781	11156.0	1898
ENSMUSG00000045566	230.0	231
ENSMUSG00000040838	431687.0	17665
ENSMUSG00000024212	42804.0	3636
ENSMUSG00000070808	77249.0	5975
ENSMUSG00000033739	1560.0	1270
ENSMUSG00000050088	16386.0	2523
ENSMUSG00000102308	2006.0	677
ENSMUSG00000030423	9427.0	2113
ENSMUSG00000021375	180780.0	6866
ENSMUSG00000031107	15719.0	1747
ENSMUSG00000020690	53945.0	1757
ENSMUSG00000028563	27936.0	1027
ENSMUSG00000024277	141528.0	4026
ENSMUSG00000022150	140924.0	4663
ENSMUSG00000024327	3423.0	2244
ENSMUSG00000008734	23164.0	4518
ENSMUSG00000023883	16264.0	3901
ENSMUSG00000047554	14742.0	3840
ENSMUSG00000024083	50911.0	4740
ENSMUSG00000058400	42889.0	1839
ENSMUSG00000030109	22699.0	2644
ENSMUSG00000031839	4434.0	1208
ENSMUSG00000029310	19073.0	1488
ENSMUSG00000038708	76252.0	7583
ENSMUSG00000030982	102740.0	5097
ENSMUSG00000037326	27432.0	5216
ENSMUSG00000020067	88157.0	5246
ENSMUSG00000024883	6590.0	4503
ENSMUSG00000040034	11378.0	1286
ENSMUSG00000066595	20311.0	4040
ENSMUSG00000064288	311.0	312
ENSMUSG00000031343	224167.0	3662
ENSMUSG00000032109	15882.0	3669
ENSMUSG00000102045	26209.0	934
ENSMUSG00000034855	2251.0	1353
ENSMUSG00000079555	15647.0	2073
ENSMUSG00000026727	194594.0	1604
ENSMUSG00000079606	36247.0	2122
ENSMUSG00000063021	392.0	393
ENSMUSG00000056696	6560.0	1768
ENSMUSG00000016946	25751.0	2443
ENSMUSG00000056008	10001.0	1681
ENSMUSG00000060183	5941.0	3794
ENSMUSG00000073422	2027.0	965
ENSMUSG00000029660	31319.0	1456
ENSMUSG00000018932	20778.0	2198
ENSMUSG00000029061	2729.0	1434
ENSMUSG00000095217	380.0	381
ENSMUSG00000053600	13419.0	2376
ENSMUSG00000042581	945976.0	6213
ENSMUSG00000091650	9780.0	1864
ENSMUSG00000000149	72023.0	3416
ENSMUSG00000094478	588.0	359
ENSMUSG00000036596	23480.0	2245
ENSMUSG00000033219	4777.0	1167
ENSMUSG00000025727	6178.0	2539
ENSMUSG00000024619	17337.0	1750
ENSMUSG00000050022	37312.0	4037
ENSMUSG00000052229	6639.0	5195
ENSMUSG00000019659	55103.0	834
ENSMUSG00000055069	22122.0	2971
ENSMUSG00000024395	36329.0	1870
ENSMUSG00000022582	3886.0	941
ENSMUSG00000013593	16535.0	1623
ENSMUSG00000051735	9994.0	2898
ENSMUSG00000090864	24663.0	3554
ENSMUSG00000022464	61136.0	3932
ENSMUSG00000070877	8880.0	1093
ENSMUSG00000034209	2257.0	1110
ENSMUSG00000000120	18917.0	3446
ENSMUSG00000096591	810.0	811
ENSMUSG00000030249	114453.0	7499
ENSMUSG00000035561	5582.0	2298
ENSMUSG00000022663	29753.0	2057
ENSMUSG00000053046	54496.0	4223
ENSMUSG00000020843	9340.0	2817
ENSMUSG00000034201	11195.0	2847
ENSMUSG00000096854	1461.0	1462
ENSMUSG00000054619	24522.0	1946
ENSMUSG00000078922	8845.0	2823
ENSMUSG00000020828	18046.0	3659
ENSMUSG00000030057	8491.0	2178
ENSMUSG00000027690	33456.0	5569
ENSMUSG00000030512	15584.0	1248
ENSMUSG00000072476	2352.0	2353
ENSMUSG00000029868	15781.0	2923
ENSMUSG00000037126	15069.0	3903
ENSMUSG00000078500	31181.0	1427
ENSMUSG00000078921	7012.0	2810
ENSMUSG00000063681	180044.0	6135
ENSMUSG00000062075	17042.0	3531
ENSMUSG00000021186	72490.0	5829
ENSMUSG00000025602	21288.0	3873
ENSMUSG00000038058	48663.0	4315
ENSMUSG00000038291	118898.0	3445
ENSMUSG00000069892	35368.0	5985
ENSMUSG00000030782	8887.0	3788
ENSMUSG00000025877	15400.0	3219
ENSMUSG00000058773	742.0	743
ENSMUSG00000021904	12492.0	4540
